"productos","precio","descripcion","categoria","numero publicacion","numero producto","links","foto","stock","estado stock"
"Cámara De Seguridad Jortan Ip Wifi 1080p Ptz Color Blanco","29990","Cámara De Seguridad Jortan Ip Wifi 1080p Ptz Color Blanco de buena calidad, ideal para uso diario. Producto práctico y funcional.","Cámaras de vigilancia","MLC1773991471","U3653314258","https://articulo.mercadolibre.cl/MLC-1773991471","https://http2.mlstatic.com/D_NQ_NP_2X_968715-MLA100018724973_122025-F.webp","1","Con stock"
"Hervidor Eléctrico Vidrio 2 Litros Raf Luz Led 1500w R.7218 Negro","12990","Hervidor Eléctrico Vidrio 2 Litros Raf Luz Led 1500w R.7218 Negro de buena calidad, ideal para uso diario. Producto práctico y funcional.","Jarras eléctricas","MLC1793866901","U3685608521","https://articulo.mercadolibre.cl/MLC-1793866901","https://http2.mlstatic.com/D_NQ_NP_2X_838134-MLA101248718055_122025-F.webp","1","Con stock"
"Kit Mascarilla Nebulizador Adulto O Pediátrico","2990","Kit Mascarilla Nebulizador Adulto O Pediátrico de buena calidad, ideal para uso diario. Producto práctico y funcional.","Nebulizadores","MLC1794975035","U3686458407","https://articulo.mercadolibre.cl/MLC-1794975035","https://http2.mlstatic.com/D_NQ_NP_2X_967729-MLC102087521127_122025-F.webp","1","Con stock"
"Set 3 Piezas Cepillo Limpiador Mamadera, Tetina O Botellas","3750","Set 3 Piezas Cepillo Limpiador Mamadera, Tetina O Botellas de buena calidad, ideal para uso diario. Producto práctico y funcional.","Cepillos para mamaderas","MLC1795001157","U3694936542","https://articulo.mercadolibre.cl/MLC-1795001157","https://http2.mlstatic.com/D_NQ_NP_2X_652084-MLC102088210885_122025-F.webp","1","Con stock"
"Aros Plateado Lazo","2290","Aros Plateado Lazo de buena calidad, ideal para uso diario. Producto práctico y funcional.","Aros","MLC1801381871","U3701721654","https://articulo.mercadolibre.cl/MLC-1801381871","https://http2.mlstatic.com/D_NQ_NP_2X_626495-MLC102689562787_122025-F.webp","1","Con stock"
"Paleta Olivia Cálidos Beauty Creations Maquillaje Ojos","16990","Paleta Olivia Cálidos Beauty Creations Maquillaje Ojos de buena calidad, ideal para uso diario. Producto práctico y funcional.","Sombras para ojos","MLC1804282351","U3695652661","https://articulo.mercadolibre.cl/MLC-1804282351","https://http2.mlstatic.com/D_NQ_NP_2X_763780-MLU78155816872_082024-F.webp","1","Con stock"
"Set Compas Escolar Con Regla Y Transportador Oficina","1970","se envia color a disponibilidad","Compases","MLC2850372064","U3041073048","https://articulo.mercadolibre.cl/MLC-2850372064","https://http2.mlstatic.com/D_NQ_NP_2X_756885-MLC92297720376_092025-F.webp","1","Con stock"
"Brillo Labial Pink Up Kiss Lip Tint - Tinta Indeleble","6270","Brillo Labial Pink Up Kiss Lip Tint - Tinta Indeleble de buena calidad, ideal para uso diario. Producto práctico y funcional.","Brillos labiales","MLC2851625754","U3048149716","https://articulo.mercadolibre.cl/MLC-2851625754","https://http2.mlstatic.com/D_NQ_NP_2X_814667-MLC92297723274_092025-F.webp","1","Con stock"
"Crema Capilar Mascarilla Hidratante 450g Misucka Lollipop","7280","Crema Capilar Mascarilla Hidratante 450g Misucka Lollipop de buena calidad, ideal para uso diario. Producto práctico y funcional.","Tratamientos para el pelo","MLC2851690032","U3042813689","https://articulo.mercadolibre.cl/MLC-2851690032","https://http2.mlstatic.com/D_NQ_NP_2X_661804-MLC90041892163_082025-F.webp","1","Con stock"
"Crema Capilar Mascarilla Hidratante 450g Misucka Strawberry","7280","Crema Capilar Mascarilla Hidratante 450g Misucka Strawberry de buena calidad, ideal para uso diario. Producto práctico y funcional.","Tratamientos para el pelo","MLC2851781086","U3042835567","https://articulo.mercadolibre.cl/MLC-2851781086","https://http2.mlstatic.com/D_NQ_NP_2X_789633-MLC82808815249_032025-F.webp","1","Con stock"
"Afilador Cuchillos Multifuncional Amolador Tijeras Giratorio","2790","INCLUYE BATERIAS","Afiladores manuales para el hogar","MLC2851864468","U3049231606","https://articulo.mercadolibre.cl/MLC-2851864468","https://http2.mlstatic.com/D_NQ_NP_2X_656601-MLC82819109851_032025-F.webp","1","Con stock"
"Soporte Telefono De Manubrio Bicicleta - Moto Portacelular","5680","EL SOPORTE ES DE COLOR NEGRO","Accesorios para celulares","MLC2851978586","U3043798165","https://articulo.mercadolibre.cl/MLC-2851978586","https://http2.mlstatic.com/D_NQ_NP_2X_909102-MLC82531865308_032025-F.webp","1","Con stock"
"Adaptador Cargador Auto Carga Rápida 30w Tipo C 18w Tipo A","8490","INCLUYE

1 Adaptador Cargador Auto Carga Rápida 36w Tipo C 18w Tipo A","Cargadores de dispositivos móviles","MLC2853770656","U3051799145","https://articulo.mercadolibre.cl/MLC-2853770656","https://http2.mlstatic.com/D_NQ_NP_2X_652048-MLC93650736442_102025-F.webp","1","Con stock"
"Batería Externa Power Bank 10000 Mah Usb-c Ligthning Color Gris","23450","POWER BANK PORTÁTIL IRM PRO1 120W 10000MAH CARGA RÁPIDA

Este dispositivo te permite mantener tus dispositivos electrónicos cargados en todo momento y lugar. Ofrece una carga eficaz y segura con el cargador IRM PRO1 120W 10000MAH 120W.

Características:
* Equipado con 2 cables incorporados Lightning PD 20W + Type C 2,5W
* Display digital para un fácil seguimiento de la carga
* Capacidad de 10000mAh
* Potencia de 22,5 W 20W

El paquete incluye:
* 1 Power Bank 10000mAh 120W IRM carga rápida.","Cargadores de dispositivos móviles","MLC2853928020","U3057137258","https://articulo.mercadolibre.cl/MLC-2853928020","https://http2.mlstatic.com/D_NQ_NP_2X_825642-MLA100010268899_122025-F.webp","1","Con stock"
"Guante Seguridad Palma Nitrilo Naranjo Talla 9","2790","CADA VENTA INCLUYE 2 PARES","Guantes de seguridad","MLC2854245792","U3053855269","https://articulo.mercadolibre.cl/MLC-2854245792","https://http2.mlstatic.com/D_NQ_NP_2X_693745-MLC89170321829_082025-F.webp","1","Con stock"
"Set Destornillador Más Accesorios 28pcs","3990","Set Destornillador Más Accesorios 28pcs de buena calidad, ideal para uso diario. Producto práctico y funcional.","Destornilladores manuales","MLC2854514736","U3054941101","https://articulo.mercadolibre.cl/MLC-2854514736","https://http2.mlstatic.com/D_NQ_NP_2X_881450-MLC82669402172_032025-F.webp","1","Con stock"
"Iluminador Polvo De Hadas Para Rostro Y Cuerpo","3190","Iluminador Polvo De Hadas Para Rostro Y Cuerpo de buena calidad, ideal para uso diario. Producto práctico y funcional.","Rubores, iluminadores y contornos","MLC2854580068","U3060499604","https://articulo.mercadolibre.cl/MLC-2854580068","https://http2.mlstatic.com/D_NQ_NP_2X_651164-MLC92297699276_092025-F.webp","1","Con stock"
"Mouse Ratón Óptico Con Cable Tipo Usb A","6990","INCLUYE 1 MOUSE CON CABLE

COMERCIALIZADORA CATU SPA","Mouses para computadores","MLC2854604450","U3054857281","https://articulo.mercadolibre.cl/MLC-2854604450","https://http2.mlstatic.com/D_NQ_NP_2X_643349-MLC92705540687_092025-F.webp","1","Con stock"
"Alfombrillas Para El Refrigerador De Aluminio","2190","Alfombrillas Para El Refrigerador De Aluminio de buena calidad, ideal para uso diario. Producto práctico y funcional.","Bandejas para descongelar","MLC2854694316","U3061141102","https://articulo.mercadolibre.cl/MLC-2854694316","https://http2.mlstatic.com/D_NQ_NP_2X_820011-MLC82964417093_032025-F.webp","1","Con stock"
"Bandeja Organizadora Para 15 Huevos Refrigerador","3980","INCLUYE

2 BANDEJAS DE 15 ESPACIOS PARA HUEVOS

COMERCIALIZADORA CATU SPA","Hueveras y porta huevos","MLC2857074796","U3069803134","https://articulo.mercadolibre.cl/MLC-2857074796","https://http2.mlstatic.com/D_NQ_NP_2X_669846-MLC82775957356_032025-F.webp","1","Con stock"
"Set 4 Condimentero Recipiente Para Especies Transparente","4290","Set 4 Condimentero Recipiente Para Especies Transparente de buena calidad, ideal para uso diario. Producto práctico y funcional.","Porta especieros","MLC2857925292","U3067848223","https://articulo.mercadolibre.cl/MLC-2857925292","https://http2.mlstatic.com/D_NQ_NP_2X_781596-MLC83105555453_032025-F.webp","1","Con stock"
"Brazo Soporte De Micrófono Ajustable Atril Metalico","9990","Brazo Soporte De Micrófono Ajustable Atril Metalico de buena calidad, ideal para uso diario. Producto práctico y funcional.","Soportes para micrófonos","MLC2858015854","U3068808809","https://articulo.mercadolibre.cl/MLC-2858015854","https://http2.mlstatic.com/D_NQ_NP_2X_841265-MLC92380027309_092025-F.webp","1","Con stock"
"Cable De Red 20m Cat 5e / 20 Metros Categoria 5e","4680","Incluye

1 rollo de 20 metros categoría 5e","Cables de red","MLC2858025212","U3068612649","https://articulo.mercadolibre.cl/MLC-2858025212","https://http2.mlstatic.com/D_NQ_NP_2X_994455-MLC82825148042_032025-F.webp","1","Con stock"
"Microfono Condensador Con Base Para Celulares O Pc Jack 3.5","3990","Microfono Condensador Con Base Para Celulares O Pc Jack 3.5 de buena calidad, ideal para uso diario. Producto práctico y funcional.","Micrófonos","MLC2858065624","U3068719995","https://articulo.mercadolibre.cl/MLC-2858065624","https://http2.mlstatic.com/D_NQ_NP_2X_978433-MLC92298067562_092025-F.webp","1","Con stock"
"Cable De Red 25m Cat 5e / 25 Metros Categoria 5e","5790","INCLUYE

1 rollo de 25 metros categoría 5e","Cables de red","MLC2858193344","U3068606925","https://articulo.mercadolibre.cl/MLC-2858193344","https://http2.mlstatic.com/D_NQ_NP_2X_735489-MLC82825145254_032025-F.webp","1","Con stock"
"     Micrófono Inalámbrico Para Smartphone Color Negro","7990","     Micrófono Inalámbrico Para Smartphone Color Negro de buena calidad, ideal para uso diario. Producto práctico y funcional.","Micrófonos","MLC2858208354","187233489871","https://articulo.mercadolibre.cl/MLC-2858208354","https://http2.mlstatic.com/D_NQ_NP_2X_745688-MLC89159998483_082025-F-microfono-inalambrico-para-smartphone-color-negro.webp","1","Con stock"
"Carcasa Transparente Magnetica Para iPhone 14 / 13","4590","Carcasa Transparente Magnetica Para iPhone 14 / 13 de buena calidad, ideal para uso diario. Producto práctico y funcional.","Carcasas y fundas para celulares","MLC2858477464","U3074963764","https://articulo.mercadolibre.cl/MLC-2858477464","https://http2.mlstatic.com/D_NQ_NP_2X_779551-MLC89678947786_082025-F.webp","1","Con stock"
"Base Soporte Cargador Doble Dual Control Joystick","4990","Base Soporte Cargador Doble Dual Control Joystick de buena calidad, ideal para uso diario. Producto práctico y funcional.","Cargadores para controles de videojuegos","MLC2862035722","U3084584551","https://articulo.mercadolibre.cl/MLC-2862035722","https://http2.mlstatic.com/D_NQ_NP_2X_773626-MLC83017220338_032025-F.webp","1","Con stock"
"Cuerda Pvc Con Alambre De Acero Para Colgar Ropa 2mm X 20m","2190","incluye

1 cuerda de 20 metros por 2 mm","Pinzas para colgar ropa","MLC2863405368","U3095212666","https://articulo.mercadolibre.cl/MLC-2863405368","https://http2.mlstatic.com/D_NQ_NP_2X_950249-MLC83079340394_032025-F.webp","1","Con stock"
"30 Mini Clip Madera Colores Mini Perritos 35mm Largo","2490","incluye

30 piezas de clip de madera de colores surtidos","Clips para papeles y carpetas","MLC2863861914","U3097014744","https://articulo.mercadolibre.cl/MLC-2863861914","https://http2.mlstatic.com/D_NQ_NP_2X_724178-MLC89098741634_082025-F.webp","1","Con stock"
"Set 3 Moldes Desmontable Redondo Queque Torta Bizcocho Metal","7990","3 Moldes Redondos Repostería Queques Tortas Antiadherentes

JUEGO DE TRES MOLDES de 24, 26 y 28 cms. Siendo estas tres medidas las más utilizadas, usted tendrá siempre a mano un molde para cada ocasión, sea que necesite hacer una tarta o bizcocho pequeño o uno más grande.","Moldes de cocina","MLC2863902386","U3097143396","https://articulo.mercadolibre.cl/MLC-2863902386","https://http2.mlstatic.com/D_NQ_NP_2X_819492-MLC83394383915_032025-F.webp","1","Con stock"
"Dispensador De Jabón Lavalozas Con Esponja","2790","Dispensador De Jabón Lavalozas Con Esponja de buena calidad, ideal para uso diario. Producto práctico y funcional.","Dispensadores manuales de jabón y detergente","MLC2863914834","U3097109386","https://articulo.mercadolibre.cl/MLC-2863914834","https://http2.mlstatic.com/D_NQ_NP_2X_679746-MLA80121505239_102024-F.webp","1","Con stock"
"Llave Punta Corona 9mm - 11mm","2190","Llave Punta Corona 9mm - 11mm de buena calidad, ideal para uso diario. Producto práctico y funcional.","Llaves de apriete","MLC2864044994","U3097851328","https://articulo.mercadolibre.cl/MLC-2864044994","https://http2.mlstatic.com/D_NQ_NP_2X_688495-MLC83409747847_032025-F.webp","1","Con stock"
"Herramienta Multiuso Bicicleta Llave Allen Corta Cadena","5590","Herramienta Multiuso Bicicleta Llave Allen Corta Cadena de buena calidad, ideal para uso diario. Producto práctico y funcional.","Kits de herramientas para bicicletas","MLC2864121260","U3092430935","https://articulo.mercadolibre.cl/MLC-2864121260","https://http2.mlstatic.com/D_NQ_NP_2X_993835-MLC83118050578_032025-F.webp","1","Con stock"
"Cuerda Cordel Amarra Soga Multipropósito 10mm X 20 Metros","6290","Cuerda Cordel Amarra Soga Multipropósito 10mm X 20 Metros de buena calidad, ideal para uso diario. Producto práctico y funcional.","Cuerdas multiusos","MLC2864179356","U3092693071","https://articulo.mercadolibre.cl/MLC-2864179356","https://http2.mlstatic.com/D_NQ_NP_2X_940514-MLC83121167804_032025-F.webp","1","Con stock"
"Set Clip Para Carpeta Negro 4 Pcs 32mm","1990","Set Clip Para Carpeta Negro 4 Pcs 32mm de buena calidad, ideal para uso diario. Producto práctico y funcional.","Clips para papeles y carpetas","MLC2864180448","U3092771861","https://articulo.mercadolibre.cl/MLC-2864180448","https://http2.mlstatic.com/D_NQ_NP_2X_810183-MLC83412465725_032025-F.webp","1","Con stock"
"Mascara Facial Térmica Neopreno Cuello Polar Mascarilla","2490","Mascara Facial Térmica Neopreno Cuello Polar Mascarilla de buena calidad, ideal para uso diario. Producto práctico y funcional.","Cuellos y pasamontañas","MLC2867489110","U3110575972","https://articulo.mercadolibre.cl/MLC-2867489110","","1","Con stock"
"Set Manicura Pedicura Estuche 12 Piezas Alta Calidad","6390","Set Manicura Pedicura Estuche 12 Piezas Alta Calidad de buena calidad, ideal para uso diario. Producto práctico y funcional.","Kits de manicura y pedicura","MLC2867688594","U3111880452","https://articulo.mercadolibre.cl/MLC-2867688594","https://http2.mlstatic.com/D_NQ_NP_2X_960935-MLC83282862318_042025-F.webp","1","Con stock"
"Puzzles Goma Eva Letras Y Números Juego Didáctico Niños","2590","Puzzles Goma Eva Letras Y Números Juego Didáctico Niños de buena calidad, ideal para uso diario. Producto práctico y funcional.","Puzzles","MLC2868292254","U3108513025","https://articulo.mercadolibre.cl/MLC-2868292254","https://http2.mlstatic.com/D_NQ_NP_2X_799325-MLC83601828045_042025-F.webp","1","Con stock"
"Tomacorriente Triple 10a 250v Certificación Sec","4190","Tomacorriente Triple 10a 250v Certificación Sec de buena calidad, ideal para uso diario. Producto práctico y funcional.","Tomacorrientes","MLC2868943628","U3110106263","https://articulo.mercadolibre.cl/MLC-2868943628","https://http2.mlstatic.com/D_NQ_NP_2X_673349-MLC89165294171_082025-F.webp","1","Con stock"
"Focos Solar Exterior Luz Led Lampara Sensor Movimiento","6590","Focos Solar Exterior Luz Led Lampara Sensor Movimiento de buena calidad, ideal para uso diario. Producto práctico y funcional.","Lámparas de piso, techo y pared","MLC2869412906","U3117175606","https://articulo.mercadolibre.cl/MLC-2869412906","https://http2.mlstatic.com/D_NQ_NP_2X_982523-MLC83350879956_042025-F.webp","1","Con stock"
"Candado Seguridad Anti Napoleon 40mm 4 Llaves","3990","Candado Seguridad Anti Napoleon 40mm 4 Llaves de buena calidad, ideal para uso diario. Producto práctico y funcional.","Candados","MLC2870304440","U3120789760","https://articulo.mercadolibre.cl/MLC-2870304440","https://http2.mlstatic.com/D_NQ_NP_2X_800039-MLC83391370962_042025-F.webp","1","Con stock"
